timestamp,queries,results,domains,unique_candidates,enriched,inserted,updated,skipped_confidence,contact_cache_hits,contact_cache_misses,contact_cache_hit_rate
2026-01-29T20:29:58,240,4776,992,506,0,506,0,2788,0,0,0.0
2026-01-29T21:07:42,240,4775,959,199,0,199,0,725,2541,837,0,0,0.0
